isbn13,bk_title,bk_authors,categories,thumbnail,description,published_year
9780446617796,The Angel Experiment,James Patterson,Fiction,http://books.google.com/books/content?id=s2sZyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In James Patterson's blockbuster series, fourteen-year-old Maximum Ride, better known as Max, knows what it's like to soar above the world. She and all the members of the ""flock""--Fang, Iggy, Nudge, Gasman and Angel--are just like ordinary kids--only they have wings and can fly. It may seem like a dream come true to some, but their lives can morph into a living nightmare at any time...like when Angel, the youngest member of the flock, is kidnapped and taken back to the ""School"" where she and the others were experimented on by a crew of wack jobs. Her friends brave a journey to blazing hot Death Valley, CA, to save Angel, but soon enough, they find themselves in yet another nightmare--this one involving fighting off the half-human, half-wolf ""Erasers"" in New York City. Whether in the treetops of Central Park or in the bowels of the Manhattan subway system, Max and her adopted family take the ride of their lives. Along the way Max discovers from her old friend and father-figure Jeb--now her betrayed and greatest enemy--that her purpose is save the world--but can she?",2006
9780446670784,Curries Without Worries,Sudha Koul,Cooking,http://books.google.com/books/content?id=G4qUHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A thorough but accessible guide to Indian cuisine explains spices and seasonings and offers more than sixty-five simple, easy-to-prepare recipes for vegetarian and non-vegetarian curries, roasts, kebabs, and more. Reprint.",1996
9780446673785,One L,Scott Turow,Law,http://books.google.com/books/content?id=gcM4joetJ70C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Newsweek calls him ""an extraordinarily canny and empathetic observer."" In bestseller after bestseller, Turow uses his background as a lawyer to create suspense fiction so authentic it reads with the hammering impact of fact. But before he became a worldwide sensation, Scott Turow wrote a book that is entirely true, the account of his own searing indoctrination into the field of law called ... The first year of law school is an intellectual and emotional ordeal so grueling that it ensures only the fittest survive. Now Scott Turow takes you inside the oldest and most prestigious law school in the country when he becomes a ""One L,"" as entering students are known at Harvard Law School. In a book that became a national bestseller, a law school primer, and a classic autobiography, he brings to life the fascinating, shocking reality of that first year. Provocative and riveting, One L reveals the experience directly from the combat zone: the humiliations, triumphs, hazings, betrayals, and challenges that will make him a lawyer-and forever change Turow's mind, test his principles, and expose his heart.",1988
9780446676434,When the Wind Blows,James Patterson,Fiction,http://books.google.com/books/content?id=BUQ9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Frannie O'Neill is a young and talented veterinarian living in Colorado. Plagued by the mysterious murder of her husband, David, a local doctor, Frannie throws herself into her work. It is not long before another bizarre murder occurs and Kit Harrison, a troubled and unconventional FBI agent, arrives on her doorstep. Late one night, near the woods of her animal hospital, Frannie stumbles upon a strange, astonishing phenomenon that will change the course of her life forever.... Her name is Max. With breathtaking energy, eleven-year-old Max leads Frannie and Kit to uncover one of the most diabolical and inhuman plots of modern science. When the Wind Blows is as unique a story as has ever been told, filled with suspense and passion.",2000
9780446676502,"The Autobiography of Martin Luther King, Jr.",Clayborne Carson,Biography & Autobiography,http://books.google.com/books/content?id=k8VNeihMoZQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With knowledge, spirit, good humor, and passion, THE AUTOBIOGRAPHY OF MARTIN LUTHER KING, JR. brings to life a remarkable man whose thoughts and actions speak to our most burning contemporary issues and still inspire the desires, hopes, and dreams of us all. Written in his own words, this history-making autobiography is Martin Luther King: the mild-mannered, inquisitive child and student who chafed under and eventually rebelled against segregation; the dedicated young minister who continually questioned the depths of his faith and the limits of his wisdom; the loving husband and father who sought to balance his family's needs with those of a growing, nationwide movement; and the reflective, world-famous leader who was fired by a vision of equality for people everywhere. Relevant and insightful, THE AUTOBIOGRAPHY OF MARTIN LUTHER KING, JR. offers King's seldom disclosed views on some of the world's greatest and most controversial figures: John F. Kennedy, Malcolm X, Lyndon B. Johnson, Mahatma Gandhi, and Richard Nixon. It also paints a rich and moving portrait of a people, a time, and a nation in the face of powerful change. Finally, it shows how everyday Americans from all walks of life confronted themselves, each other, and the burden of the past-and how their fears and courage helped shape our future.",2001
9780446677493,Hope is the Thing with Feathers,Christopher Cokinos,Nature,http://books.google.com/books/content?id=y7RmuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents the histories of six extinct North American birds, how they were killed and who attempted to protect them, and discusses what can be learned from these losses to save today's endangered wildlife.",2001
9780446678452,Cane River,Lalita Tademy,Fiction,http://books.google.com/books/content?id=BqCdYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The ""New York Times"" bestseller and Oprah's Book Club Pick--the unique and deeply moving epic of four generations of African-American women based on one family's ancestral past.",2002
9780446679084,Plum Island,Nelson DeMille,Fiction,http://books.google.com/books/content?id=BNzdYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The hair-raising suspense of The General's Daughter... the wry wit of The Gold Coast...this is vintage Nelson DeMille at the peak of his originality and the height of his powers...Wounded in the line of duty, NYPD homicide cop John Corey is convalescing in rural eastern Long Island when an attractive young couple he knows is found shot to death on the family patio. The victims were biologists at Plum Island, a research site rumored to be an incubator for germ warfare.Suddenly, a local double murder takes on shattering global implications -- and thrusts Corey and two extraordinary women into a dangerous search for the secret of PLUM ISLAND....",2002
9780446691406,Gloriana,Michael Moorcock,Fiction,http://books.google.com/books/content?id=6j3QtgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A fable satirizing Spenser's ""The Fairie Queen"" and reflecting the real life of Elizabeth I, tells of a woman who ascends to the throne upon the death of her debauched and corrupted father, King Hern. Gloriana's reign brings the Empire of Albion into a Golden Age, but her oppressive responsibilities choke her, prohibiting any form of sexual satisfaction, no matter what fetish she tries. Her problem is in fact symbolic of the hypocrisy of her entire court. While her life is meant to mirror that of her nation - an image of purity, virtue, enlightenment and prosperity - the truth is that her peaceful empire is kept secure by her wicked chancellor Monfallcon and his corrupt network of spies and murderers, the most sinister of whom is Captain Quire, who is commissioned to seduce Gloriana and thus bring down Albion and the entire empire.",2004
9780446691437,The War of Art,Steven Pressfield,Self-Help,http://books.google.com/books/content?id=7y6WvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Art of War meets ""The Artist's Way"" in this no-nonsense, profoundly inspiring guide to overcoming creative blocks of every kind.",2003
9780446692519,Feynman's Rainbow,Leonard Mlodinow,Science,http://books.google.com/books/content?id=KiXftgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As a young physicist, Leonard Mlodinow looked for guidance from his mentor, the Nobel Prize-winning physicist Richard Feynman. Drawing on transcripts from their meetings during their time together at Cal Tech, Mlodinow shares Feynman's provocative thoughts and observations. At once a moving portrait of a friendship and an affecting account of Feynman's final, creative years, this book celebrates the inspiring legacy of one of the greatest thinkers of our time.",2004
9780446695602,Sister Freaks,Rebecca St. James,Religion,http://books.google.com/books/content?id=rbDWxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Bestselling author and award-winning singer Rebecca St. James brings together a group of inspirational true stories about young women who gave their all for Jesus.,2005
9780446695671,Strip Tease,Carl Hiaasen,Fiction,http://books.google.com/books/content?id=iuAQPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Murder, politics, and G-strings collide in this caper from the bestselling author of Tourist Season. Hilarity and chaos break out in a strip joint when a bachelor party gets out of hand, making the drunken guest of honor a threat to ""big money"" and ""big government.""",2005
9780446696111,The Guardian,Nicholas Sparks,Fiction,http://books.google.com/books/content?id=DyxAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Julie Barenson's young husband left her two unexpected gifts before he died - a Great Dane puppy named Singer and the promise that he would always be watching over her. Now four years have passed. Still living in the small town of Swansboro, North Carolina, twenty-nine-year-old Julie is emotionally ready to make a commitment to someone again. But who? Should it be Richard Franklin, the handsome, sophisticated engineer who treats her like a queen? Or Mike Harris, the down-to-earth nice guy who was her husband's best friend? Choosing one of them should bring her more happiness than she's had in years. Instead, Julie is soon fighting for her life in a nightmare spawned by a chilling deception and jealousy so poisonous that it has become a murderous desire...",2005
9780446696517,True Believer,Nicholas Sparks,Fiction,http://books.google.com/books/content?id=kgfuSgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As a science journalist with a regular column in Scientific American, Jeremy Marsh specializes in debunking the supernatural. A born skeptic, he travels to the small town of Boone Creek, North Carolina, determined to find the real cause behind the ghostly apparitions that appear in the towns cemetery. What he doesnt plan on, however, is falling hopelessly in love with Lexie Darnell, granddaughter of the town psychic. Now, if the young lovers are to have any kind of future at all, Jeremy must make a difficult choice: return to the life he knows, or do something hes never done beforetake a giant leap of faith.",2006
9780446698221,Fear and Loathing,Hunter S. Thompson,Biography & Autobiography,http://books.google.com/books/content?id=ulIMHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The ""gonzo"" political journalist presents his frankly subjective observations on the personalities and political machinations of the 1972 presidential campaign, in a new edition of the classic account of the dark side of American politics. Reprint.",2006
9780446698870,The Black Dahlia,James Ellroy,Fiction,http://books.google.com/books/content?id=R2s-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On January 15, 1947, the torture-ravished body of a beautiful young woman is found in a Los Angeles vacant lot. The victim makes headlines as the Black Dahlia-and so begins the greatest manhunt in California history.Caught up in the investigation are Bucky Bleichert and Lee Blanchard: Warrants Squad cops, friends, and rivals in love with the same woman. But both are obsessed with the Dahlia-driven by dark needs to know everything about her past, to capture her killer, to possess the woman even in death. Their quest will take them on a hellish journey through the underbelly of postwar Hollywood, to the core of the dead girl's twisted life, past the extremes of their own psyches-into a region of total madness.",2006
9780446699556,The Closers,Michael Connelly,Fiction,http://books.google.com/books/content?id=mjh8vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this #1 New York Times bestseller, Detective Harry Bosch joins LA's elite Open/Unsolved Unit to help piece together the mysterious death of a teenage girl. He walked away from the job three years ago. But Harry Bosch cannot resist the call to join the elite Open/Unsolved Unit. His mission: solve murders whose investigations were flawed, stalled, or abandoned to L.A.'s tides of crime. With some people openly rooting for his failure, Harry catches the case of a teenager dragged off to her death on Oat Mountain, and traces the DNA on the murder weapon to a small-time criminal. But something bigger and darker beckons, and Harry must battle to fit all the pieces together. Shaking cages and rattling ghosts, he will push the rules to the limit -- and expose the kind of truth that shatters lives, ends careers, and keeps the dead whispering in the night . . .",2006
9780448095158,The Haunted Bridge,Carolyn Keene,Juvenile Fiction,http://books.google.com/books/content?id=7P6fwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Nancy Drew becomes involved in a double mystery concerning a haunted bridge and jewel thieves.,1972
9780448400631,Anne of Avonlea,Lucy Maud Montgomery,Juvenile Fiction,http://books.google.com/books/content?id=-rIrrEC7euEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sixteen-year-old Anne returns to Avonlea to teach in her former school and works to gain the respect of pupils not much younger than she,1990
9780448409573,The Mysteries of Sherlock Holmes,Sir Arthur Conan Doyle,Juvenile Fiction,http://books.google.com/books/content?id=huXrOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Amateur detective Sherlock Holmes, the master of deductive reasoning, solves several mysteries with the aid of his friend, Dr. John Watson. @KeepDiggingWatson Why are the lights at 221 Baker Street so damn bright in the morning? Why does Watson talk so loud? Elementary, my dear STFU! From Twitterature: The World's Greatest Books in Twenty Tweets or Less",1996
